cycle,time,phi1,Ex1,Ey1
7720,3.86e-08,5.673268e-01,6.739770e-01,-1.274136e-01
7740,3.87e-08,6.155860e-01,7.360264e-01,8.665411e-03
7760,3.88e-08,6.553456e-01,7.287344e-01,-1.018352e-01
7780,3.89e-08,6.971714e-01,7.191915e-01,-1.380886e-01
7800,3.9e-08,7.563598e-01,7.621287e-01,-3.382545e-01
7820,3.91e-08,8.045868e-01,7.515309e-01,-4.739819e-02
7840,3.92e-08,8.209544e-01,6.229315e-01,2.098842e-03
7860,3.93e-08,8.174069e-01,6.138569e-01,-1.831988e-01
7880,3.94e-08,8.182318e-01,7.774798e-01,-3.885553e-02
7900,3.95e-08,8.139014e-01,5.309140e-01,-9.958591e-02
7920,3.96e-08,7.797834e-01,6.276776e-01,-2.340301e-02
7940,3.97e-08,7.188705e-01,5.528434e-01,-7.641675e-02
7960,3.98e-08,6.589106e-01,5.688974e-01,1.071211e-01
7980,3.99e-08,6.220158e-01,5.501198e-01,-2.032885e-01
8000,4e-08,5.891454e-01,3.455859e-01,-1.542372e-01
8020,4.01e-08,5.402238e-01,4.433680e-01,-3.337079e-02
8040,4.02e-08,4.966975e-01,3.869704e-01,-1.798724e-01
8060,4.03e-08,4.704469e-01,4.024647e-01,-1.037510e-01
8080,4.04e-08,4.689369e-01,5.069625e-01,-2.047570e-01
8100,4.05e-08,4.737020e-01,3.787272e-01,3.077316e-02
