cycle,time,phi,Ex,Ey
59560,2.978e-07,5.620582e-01,1.134444e-01,-5.627930e-01
59580,2.979e-07,5.705771e-01,1.203718e-02,-4.125719e-01
59600,2.98e-07,5.704136e-01,-9.955198e-02,-4.696861e-01
59620,2.981e-07,5.682493e-01,6.956311e-02,-3.506629e-01
59640,2.982e-07,5.648126e-01,-7.454891e-02,-1.316631e-01
59660,2.983e-07,5.650110e-01,6.511920e-02,-5.872855e-01
59680,2.984e-07,5.629451e-01,1.062524e-01,-2.702855e-01
59700,2.985e-07,5.624927e-01,-5.821059e-02,-2.148627e-01
59720,2.986e-07,5.642946e-01,1.146618e-01,-2.652157e-01
59740,2.987e-07,5.670631e-01,2.560667e-02,-3.993087e-01
59760,2.988e-07,5.699815e-01,8.452745e-02,-4.072271e-01
59780,2.989e-07,5.665335e-01,4.303206e-02,-2.628480e-01
59800,2.99e-07,5.730205e-01,1.489798e-02,-3.354515e-01
59820,2.991e-07,5.660684e-01,8.071203e-02,-3.797828e-01
59840,2.992e-07,5.645723e-01,1.817424e-01,-6.057678e-01
59860,2.993e-07,5.663954e-01,4.975556e-02,-2.863130e-01
59880,2.994e-07,5.679471e-01,2.948114e-01,-2.861473e-01
59900,2.995e-07,5.625732e-01,1.986288e-01,-2.504361e-01
59920,2.996e-07,5.645352e-01,1.491210e-01,-3.935589e-01
59940,2.997e-07,5.598041e-01,3.139223e-01,-4.624160e-01
59960,2.998e-07,5.664698e-01,2.052818e-02,-1.035861e-01
59980,2.999e-07,5.663868e-01,3.303921e-01,-3.419339e-01
60000,3e-07,5.671135e-01,-1.367902e-01,-4.021548e-01
60020,3.001e-07,5.680525e-01,-9.310564e-02,-3.448407e-01
60040,3.002e-07,5.609185e-01,5.089743e-02,-4.706997e-01
60060,3.003e-07,5.627483e-01,1.764811e-02,-4.473380e-01
60080,3.004e-07,5.646922e-01,1.861802e-01,-3.977866e-01
60100,3.005e-07,5.620810e-01,2.117985e-02,-5.096735e-01
60120,3.006e-07,5.590669e-01,1.416352e-01,-4.017925e-01
60140,3.007e-07,5.704697e-01,8.340814e-03,-5.215430e-01
60160,3.008e-07,5.714929e-01,-4.925731e-02,-3.041796e-01
60180,3.009e-07,5.668235e-01,2.488065e-01,-2.803096e-01
60200,3.01e-07,5.683780e-01,-1.307118e-02,-3.807229e-01
60220,3.011e-07,5.660852e-01,-4.358391e-02,-2.581572e-01
60240,3.012e-07,5.651477e-01,1.932984e-01,-4.620934e-01
60260,3.013e-07,5.686284e-01,-8.612866e-02,-3.374508e-01
60280,3.014e-07,5.662508e-01,-4.794955e-02,-4.391221e-01
60300,3.015e-07,5.598539e-01,1.087402e-01,-2.087268e-01
60320,3.016e-07,5.623447e-01,1.411459e-01,-2.277443e-01
60340,3.017e-07,5.666671e-01,1.544308e-01,-4.898824e-01
60360,3.018e-07,5.670815e-01,1.352831e-01,-6.459916e-01
60380,3.019e-07,5.586050e-01,8.741467e-02,-2.432340e-01
60400,3.02e-07,5.616727e-01,-1.828207e-02,-3.897919e-01
60420,3.021e-07,5.630496e-01,4.068697e-01,-5.045044e-01
60440,3.022e-07,5.610937e-01,1.053555e-01,-4.207821e-01
60460,3.023e-07,5.667087e-01,2.739865e-02,-3.538375e-01
60480,3.024e-07,5.638044e-01,2.106242e-01,-3.669816e-01
60500,3.025e-07,5.626197e-01,1.302592e-01,-3.654399e-01
60520,3.026e-07,5.655745e-01,1.201529e-01,-3.974982e-01
60540,3.027e-07,5.634562e-01,-1.126601e-01,-3.860974e-01
60560,3.028e-07,5.618884e-01,1.309994e-01,-4.874600e-01
60580,3.029e-07,5.607355e-01,2.720979e-02,-2.605409e-01
60600,3.03e-07,5.627473e-01,1.955383e-01,-4.994804e-01
60620,3.031e-07,5.643722e-01,5.685861e-02,-2.530251e-01
60640,3.032e-07,5.653937e-01,2.823255e-02,-3.479288e-01
60660,3.033e-07,5.658885e-01,3.282927e-02,-2.960094e-01
60680,3.034e-07,5.647554e-01,4.358299e-02,-4.769115e-01
60700,3.035e-07,5.649117e-01,-2.111106e-02,-5.700640e-01
60720,3.036e-07,5.633520e-01,2.100513e-01,-3.697022e-01
60740,3.037e-07,5.581155e-01,-2.718120e-02,-4.631101e-01
60760,3.038e-07,5.634517e-01,2.929952e-01,-4.547822e-01
60780,3.039e-07,5.663834e-01,5.222245e-02,-5.344543e-01
60800,3.04e-07,5.623227e-01,1.036301e-01,-3.797240e-01
60820,3.041e-07,5.618913e-01,1.140515e-01,-6.002972e-01
60840,3.042e-07,5.640343e-01,1.382077e-01,-2.821091e-01
60860,3.043e-07,5.578954e-01,8.898699e-02,-4.106086e-01
60880,3.044e-07,5.652171e-01,3.546450e-01,-3.603191e-01
60900,3.045e-07,5.640876e-01,4.622478e-02,-3.118891e-01
60920,3.046e-07,5.606090e-01,1.330275e-01,-3.325157e-01
60940,3.047e-07,5.641171e-01,1.317534e-01,-3.303370e-01
60960,3.048e-07,5.649361e-01,-6.302720e-02,-4.338032e-01
60980,3.049e-07,5.623787e-01,9.800173e-02,-3.323995e-01
61000,3.05e-07,5.653060e-01,9.620760e-02,-4.225768e-01
61020,3.051e-07,5.626038e-01,-3.329110e-02,-3.198561e-01
61040,3.052e-07,5.638188e-01,2.153071e-01,-3.210761e-01
61060,3.053e-07,5.635985e-01,9.979858e-02,-1.896866e-01
61080,3.054e-07,5.656754e-01,1.566465e-01,-2.839614e-01
61100,3.055e-07,5.563249e-01,5.703993e-02,-3.722481e-01
61120,3.056e-07,5.597391e-01,3.295329e-01,-8.250327e-02
61140,3.057e-07,5.644891e-01,1.191471e-01,-3.832756e-01
61160,3.058e-07,5.577239e-01,-1.070629e-01,-5.207832e-01
61180,3.059e-07,5.627077e-01,5.129934e-02,-3.911089e-01
61200,3.06e-07,5.684752e-01,1.172832e-01,-3.884835e-01
61220,3.061e-07,5.617414e-01,9.701999e-02,-5.788079e-01
61240,3.062e-07,5.643182e-01,8.983159e-02,-4.108173e-01
61260,3.063e-07,5.620890e-01,2.870287e-02,-3.384902e-01
61280,3.064e-07,5.597273e-01,-2.185984e-01,-4.317359e-01
61300,3.065e-07,5.646756e-01,2.199756e-01,-3.794906e-01
61320,3.066e-07,5.609452e-01,2.584898e-01,-1.796339e-01
61340,3.067e-07,5.621944e-01,2.019840e-01,-2.507410e-01
61360,3.068e-07,5.686365e-01,7.760899e-04,-4.586354e-01
61380,3.069e-07,5.605246e-01,2.576264e-01,-2.271464e-01
61400,3.07e-07,5.567861e-01,2.698255e-01,-3.734360e-01
61420,3.071e-07,5.690484e-01,1.987205e-01,-3.380941e-01
61440,3.072e-07,5.612063e-01,1.093591e-01,-4.334847e-01
61460,3.073e-07,5.588000e-01,2.717457e-01,3.047323e-04
61480,3.074e-07,5.605024e-01,1.179308e-01,-3.015551e-01
61500,3.075e-07,5.603509e-01,5.129345e-02,-5.019636e-01
61520,3.076e-07,5.588938e-01,3.024228e-01,-3.744869e-01
61540,3.077e-07,5.622221e-01,1.090470e-01,-4.522460e-01
61560,3.078e-07,5.624669e-01,5.070952e-01,-3.011937e-01
61580,3.079e-07,5.650701e-01,2.214976e-01,-4.152262e-01
61600,3.08e-07,5.624353e-01,3.857948e-01,-1.884077e-01
61620,3.081e-07,5.631839e-01,5.129498e-01,-4.388536e-01
61640,3.082e-07,5.634056e-01,2.863650e-01,-2.623871e-01
61660,3.083e-07,5.597903e-01,4.250650e-01,-3.310199e-01
61680,3.084e-07,5.600514e-01,1.995469e-01,-5.513412e-01
61700,3.085e-07,5.590460e-01,1.438650e-01,-3.365470e-01
61720,3.086e-07,5.650283e-01,1.606677e-01,-4.142422e-01
61740,3.087e-07,5.608706e-01,1.082068e-01,-4.100237e-01
61760,3.088e-07,5.635746e-01,2.175982e-01,-3.577837e-01
61780,3.089e-07,5.620133e-01,1.003104e-01,-3.590950e-01
61800,3.09e-07,5.588909e-01,4.634191e-01,-3.597413e-01
61820,3.091e-07,5.619649e-01,3.115765e-01,-4.380209e-01
61840,3.092e-07,5.628604e-01,4.038037e-01,-2.602814e-01
61860,3.093e-07,5.633766e-01,5.024714e-01,-1.689680e-01
61880,3.094e-07,5.593462e-01,2.235025e-01,-3.293642e-01
61900,3.095e-07,5.614471e-01,3.582861e-01,-3.627575e-01
61920,3.096e-07,5.610835e-01,1.910115e-01,-3.646206e-01
61940,3.097e-07,5.598475e-01,2.762969e-01,-3.030982e-01
61960,3.098e-07,5.605521e-01,9.088292e-02,-3.147241e-01
61980,3.099e-07,5.649011e-01,3.347698e-01,-4.673086e-01
62000,3.1e-07,5.647607e-01,3.814528e-01,-1.599244e-01
62020,3.101e-07,5.620263e-01,4.220044e-01,-4.190686e-01
62040,3.102e-07,5.608042e-01,2.763517e-01,-2.801782e-01
62060,3.103e-07,5.611247e-01,1.343523e-01,-2.924533e-01
62080,3.104e-07,5.582734e-01,3.853666e-01,-2.532315e-01
62100,3.105e-07,5.598233e-01,3.290414e-01,-2.337246e-01
62120,3.106e-07,5.605081e-01,1.855330e-01,-3.609411e-02
62140,3.107e-07,5.608653e-01,1.819842e-01,-4.654759e-01
62160,3.108e-07,5.666839e-01,1.710840e-01,-1.622395e-01
62180,3.109e-07,5.598276e-01,2.976574e-01,-3.163911e-01
62200,3.11e-07,5.621319e-01,3.480434e-01,-2.989136e-01
62220,3.111e-07,5.606649e-01,3.755989e-01,-1.124267e-01
62240,3.112e-07,5.583582e-01,2.285068e-01,-2.222067e-01
62260,3.113e-07,5.603577e-01,3.592112e-01,-3.504951e-01
62280,3.114e-07,5.604889e-01,4.188162e-01,-2.441169e-01
62300,3.115e-07,5.626061e-01,4.597423e-01,-1.172752e-01
62320,3.116e-07,5.520063e-01,3.089610e-01,-3.609237e-01
62340,3.117e-07,5.592244e-01,2.842779e-01,-4.123347e-01
62360,3.118e-07,5.609115e-01,2.708442e-01,-1.400651e-01
62380,3.119e-07,5.553570e-01,2.772128e-01,-7.932321e-04
62400,3.12e-07,5.553427e-01,5.257460e-01,-2.235244e-01
62420,3.121e-07,5.619192e-01,2.637745e-01,-4.097988e-01
62440,3.122e-07,5.648249e-01,4.137975e-01,-3.328839e-01
62460,3.123e-07,5.573508e-01,4.069141e-01,2.929778e-02
62480,3.124e-07,5.590739e-01,3.496141e-01,-2.471405e-01
62500,3.125e-07,5.611933e-01,1.787454e-01,-2.760983e-01
62520,3.126e-07,5.560344e-01,3.602786e-01,1.891455e-02
62540,3.127e-07,5.615615e-01,4.747324e-01,-1.607005e-01
62560,3.128e-07,5.586635e-01,6.543125e-01,-2.838176e-01
62580,3.129e-07,5.551883e-01,5.258071e-01,-9.449272e-02
62600,3.13e-07,5.623229e-01,3.946578e-01,-4.204040e-02
62620,3.131e-07,5.629658e-01,3.088303e-01,-3.950102e-01
62640,3.132e-07,5.575899e-01,3.888960e-01,-2.855980e-01
62660,3.133e-07,5.610434e-01,5.269616e-01,-1.641590e-01
62680,3.134e-07,5.557206e-01,7.370025e-02,-1.471706e-01
62700,3.135e-07,5.568404e-01,5.970531e-01,-2.801383e-01
62720,3.136e-07,5.611778e-01,3.768994e-01,-2.833045e-01
62740,3.137e-07,5.571541e-01,1.267904e-01,-1.506213e-02
62760,3.138e-07,5.548947e-01,3.789791e-01,-1.627503e-01
62780,3.139e-07,5.610759e-01,4.091794e-01,-1.086499e-01
62800,3.14e-07,5.514908e-01,3.707889e-01,-3.522211e-02
62820,3.141e-07,5.570021e-01,2.159311e-01,-1.912802e-01
62840,3.142e-07,5.617664e-01,2.613318e-01,-1.253726e-01
62860,3.143e-07,5.567049e-01,6.001557e-01,-1.751989e-01
62880,3.144e-07,5.554801e-01,3.607762e-01,6.387719e-02
62900,3.145e-07,5.581063e-01,2.984032e-01,-2.593754e-01
62920,3.146e-07,5.587795e-01,3.107931e-01,2.604083e-02
62940,3.147e-07,5.554459e-01,3.627637e-01,-2.005781e-01
62960,3.148e-07,5.553783e-01,3.523664e-01,-9.630995e-03
62980,3.149e-07,5.540712e-01,4.149768e-01,9.100900e-02
63000,3.15e-07,5.593805e-01,2.722442e-01,-1.175306e-01
63020,3.151e-07,5.575280e-01,5.338407e-01,1.111218e-01
63040,3.152e-07,5.543205e-01,2.647099e-01,-6.838194e-02
63060,3.153e-07,5.573646e-01,4.843459e-01,-3.161790e-01
63080,3.154e-07,5.578392e-01,3.219435e-01,-4.369787e-03
63100,3.155e-07,5.599425e-01,1.057408e-01,-2.255242e-01
63120,3.156e-07,5.551305e-01,4.561729e-01,6.143161e-02
63140,3.157e-07,5.539988e-01,2.707328e-01,1.773755e-01
63160,3.158e-07,5.568695e-01,2.245694e-01,-9.949721e-02
63180,3.159e-07,5.557674e-01,4.328401e-01,-1.281872e-01
63200,3.16e-07,5.575963e-01,1.548639e-01,-7.335730e-02
63220,3.161e-07,5.545073e-01,3.806269e-01,-2.604527e-03
63240,3.162e-07,5.517520e-01,4.116120e-01,-1.216606e-01
63260,3.163e-07,5.552841e-01,4.990116e-01,-6.996100e-02
63280,3.164e-07,5.558707e-01,3.264093e-01,3.858480e-02
63300,3.165e-07,5.571221e-01,2.796403e-01,-1.567677e-02
63320,3.166e-07,5.469096e-01,3.700576e-01,-8.039577e-02
63340,3.167e-07,5.548427e-01,2.262386e-01,-1.242597e-01
63360,3.168e-07,5.544099e-01,3.325811e-01,7.347713e-02
63380,3.169e-07,5.516861e-01,4.429359e-01,1.022839e-01
63400,3.17e-07,5.488155e-01,3.733718e-01,1.312099e-01
63420,3.171e-07,5.527583e-01,5.257555e-01,2.130812e-01
63440,3.172e-07,5.538507e-01,6.416973e-02,1.487501e-01
63460,3.173e-07,5.550132e-01,5.037887e-01,-1.025989e-01
63480,3.174e-07,5.535969e-01,2.287794e-01,2.287888e-01
63500,3.175e-07,5.500967e-01,2.023216e-01,-4.447795e-02
63520,3.176e-07,5.535861e-01,4.584422e-01,9.529785e-02
63540,3.177e-07,5.527557e-01,3.114294e-01,1.820930e-01
63560,3.178e-07,5.500222e-01,4.676304e-01,6.026525e-02
63580,3.179e-07,5.554075e-01,3.743459e-01,1.482348e-01
63600,3.18e-07,5.496349e-01,2.906076e-01,1.516523e-01
63620,3.181e-07,5.463554e-01,4.484370e-01,1.924798e-01
63640,3.182e-07,5.563732e-01,3.485344e-01,-6.486677e-03
63660,3.183e-07,5.537719e-01,2.876626e-01,2.533433e-01
63680,3.184e-07,5.464962e-01,2.292615e-01,2.090788e-01
63700,3.185e-07,5.456483e-01,4.698209e-01,1.605434e-01
63720,3.186e-07,5.502756e-01,3.637369e-01,3.581114e-03
63740,3.187e-07,5.505030e-01,4.395708e-01,1.094658e-01
63760,3.188e-07,5.490525e-01,5.881229e-01,1.668243e-01
63780,3.189e-07,5.485622e-01,5.428507e-01,1.046534e-01
63800,3.19e-07,5.510529e-01,3.943411e-01,-1.044996e-01
63820,3.191e-07,5.504106e-01,5.038092e-01,1.981223e-01
63840,3.192e-07,5.458811e-01,3.216510e-01,4.714192e-02
63860,3.193e-07,5.543902e-01,3.214027e-01,1.005520e-01
63880,3.194e-07,5.530994e-01,3.769819e-01,4.021416e-03
63900,3.195e-07,5.484629e-01,3.514636e-01,1.084465e-02
63920,3.196e-07,5.498156e-01,4.484692e-01,3.567040e-01
63940,3.197e-07,5.475430e-01,3.183282e-01,1.795550e-01
63960,3.198e-07,5.542544e-01,4.067252e-01,-8.851688e-03
63980,3.199e-07,5.496366e-01,4.397235e-01,1.735067e-01
64000,3.2e-07,5.469072e-01,4.886464e-01,2.375142e-01
64020,3.201e-07,5.512076e-01,5.336370e-01,1.935943e-01
64040,3.202e-07,5.508020e-01,3.643951e-01,1.487028e-01
64060,3.203e-07,5.480258e-01,3.161303e-01,2.265224e-01
64080,3.204e-07,5.512170e-01,5.093883e-01,2.698432e-01
64100,3.205e-07,5.507618e-01,3.958553e-01,2.923899e-01
64120,3.206e-07,5.491025e-01,5.094165e-01,2.478230e-01
64140,3.207e-07,5.487751e-01,2.874149e-01,3.724061e-01
64160,3.208e-07,5.457198e-01,6.214308e-01,2.535354e-01
64180,3.209e-07,5.463368e-01,5.282935e-01,1.723900e-01
64200,3.21e-07,5.504820e-01,4.570765e-01,2.094117e-01
64220,3.211e-07,5.483035e-01,2.739927e-01,1.252460e-01
64240,3.212e-07,5.476832e-01,4.268940e-01,3.715961e-01
64260,3.213e-07,5.510229e-01,2.853202e-01,2.525792e-01
64280,3.214e-07,5.461856e-01,4.983280e-01,3.750647e-01
64300,3.215e-07,5.461856e-01,2.546136e-01,5.185251e-02
64320,3.216e-07,5.489934e-01,1.858332e-01,1.726174e-01
64340,3.217e-07,5.468590e-01,2.018274e-01,7.896934e-02
64360,3.218e-07,5.431646e-01,4.190295e-01,4.950720e-01
64380,3.219e-07,5.460763e-01,4.603346e-01,3.156944e-01
64400,3.22e-07,5.427708e-01,6.103292e-01,4.581848e-01
64420,3.221e-07,5.424202e-01,3.968118e-01,4.900929e-01
64440,3.222e-07,5.464808e-01,4.327086e-01,3.865938e-01
64460,3.223e-07,5.455784e-01,4.285269e-01,3.590974e-01
64480,3.224e-07,5.425213e-01,4.536267e-01,3.239312e-01
64500,3.225e-07,5.471058e-01,3.665600e-01,2.156484e-01
64520,3.226e-07,5.417137e-01,3.532434e-01,1.993680e-01
64540,3.227e-07,5.428327e-01,4.874353e-01,2.614498e-01
64560,3.228e-07,5.510050e-01,3.519572e-01,3.350065e-01
64580,3.229e-07,5.429378e-01,2.156862e-01,3.965657e-01
64600,3.23e-07,5.389097e-01,4.700032e-01,4.154675e-01
64620,3.231e-07,5.438948e-01,2.758490e-01,4.485905e-01
64640,3.232e-07,5.460535e-01,3.540277e-01,3.911889e-01
64660,3.233e-07,5.449865e-01,3.786983e-01,3.829740e-01
64680,3.234e-07,5.447587e-01,3.205370e-01,3.633485e-01
64700,3.235e-07,5.436452e-01,4.565084e-01,5.432643e-01
64720,3.236e-07,5.463654e-01,2.634762e-01,4.796635e-01
64740,3.237e-07,5.430641e-01,2.197965e-01,1.748152e-01
64760,3.238e-07,5.430475e-01,3.749868e-01,2.992754e-01
64780,3.239e-07,5.487900e-01,2.634348e-01,3.722060e-01
64800,3.24e-07,5.448971e-01,4.214697e-01,3.618375e-01
64820,3.241e-07,5.417993e-01,4.607250e-01,3.609458e-01
64840,3.242e-07,5.422838e-01,6.078478e-01,7.154735e-01
64860,3.243e-07,5.433986e-01,5.772570e-01,5.274585e-01
64880,3.244e-07,5.423951e-01,4.197133e-01,5.147452e-01
64900,3.245e-07,5.408812e-01,3.213723e-01,4.528675e-01
64920,3.246e-07,5.371804e-01,4.401579e-01,3.747062e-01
64940,3.247e-07,5.413311e-01,3.149599e-01,4.014894e-01
64960,3.248e-07,5.396007e-01,4.805290e-01,7.885476e-01
64980,3.249e-07,5.408913e-01,6.120743e-01,4.892315e-01
65000,3.25e-07,5.406190e-01,4.791975e-01,6.598689e-01
65020,3.251e-07,5.355109e-01,3.871481e-01,4.387639e-01
65040,3.252e-07,5.424735e-01,4.145741e-01,6.697904e-01
65060,3.253e-07,5.379491e-01,2.554969e-01,5.206900e-01
65080,3.254e-07,5.412870e-01,5.149807e-01,5.759194e-01
65100,3.255e-07,5.400341e-01,5.208708e-01,5.349912e-01
65120,3.256e-07,5.368344e-01,3.416670e-01,5.164097e-01
65140,3.257e-07,5.401698e-01,6.573229e-01,5.857422e-01
65160,3.258e-07,5.373616e-01,3.482456e-01,4.657295e-01
65180,3.259e-07,5.329262e-01,4.319195e-01,5.993411e-01
65200,3.26e-07,5.381394e-01,4.546981e-01,4.614456e-01
65220,3.261e-07,5.387343e-01,3.677700e-01,3.929526e-01
65240,3.262e-07,5.394979e-01,4.981893e-01,4.401682e-01
65260,3.263e-07,5.412675e-01,3.184002e-01,6.483329e-01
65280,3.264e-07,5.372977e-01,3.028924e-01,5.559039e-01
65300,3.265e-07,5.356865e-01,1.741245e-01,4.761572e-01
65320,3.266e-07,5.364142e-01,5.113070e-01,5.786620e-01
65340,3.267e-07,5.365977e-01,3.502334e-01,6.769213e-01
65360,3.268e-07,5.348162e-01,4.641374e-01,5.795296e-01
65380,3.269e-07,5.356920e-01,2.728597e-01,5.690456e-01
65400,3.27e-07,5.329854e-01,3.410677e-01,7.447674e-01
65420,3.271e-07,5.337812e-01,2.764368e-01,6.272233e-01
65440,3.272e-07,5.338934e-01,2.950533e-01,6.960078e-01
65460,3.273e-07,5.391135e-01,2.544282e-01,4.277573e-01
65480,3.274e-07,5.356300e-01,2.580850e-01,4.414293e-01
65500,3.275e-07,5.382184e-01,3.458247e-01,5.682148e-01
65520,3.276e-07,5.369605e-01,2.562000e-01,5.224184e-01
65540,3.277e-07,5.321265e-01,1.556908e-01,6.326763e-01
65560,3.278e-07,5.390761e-01,5.939050e-01,4.225980e-01
65580,3.279e-07,5.325637e-01,3.096338e-01,7.078166e-01
65600,3.28e-07,5.329413e-01,3.869500e-01,6.229415e-01
65620,3.281e-07,5.299628e-01,3.032084e-01,6.013368e-01
65640,3.282e-07,5.321975e-01,3.848039e-01,4.609976e-01
65660,3.283e-07,5.351985e-01,3.927031e-01,7.238276e-01
65680,3.284e-07,5.293180e-01,4.120787e-01,7.922632e-01
65700,3.285e-07,5.319923e-01,4.096031e-01,8.070621e-01
65720,3.286e-07,5.345571e-01,2.907501e-01,7.406733e-01
65740,3.287e-07,5.274639e-01,3.796279e-01,7.694528e-01
65760,3.288e-07,5.305564e-01,2.317966e-01,6.355200e-01
65780,3.289e-07,5.366250e-01,3.416418e-01,8.805786e-01
65800,3.29e-07,5.250670e-01,4.313135e-01,8.561835e-01
65820,3.291e-07,5.285934e-01,3.449177e-01,7.231239e-01
65840,3.292e-07,5.338275e-01,4.858708e-01,8.436220e-01
65860,3.293e-07,5.270594e-01,3.643636e-01,6.084998e-01
65880,3.294e-07,5.298291e-01,2.284690e-01,7.407165e-01
65900,3.295e-07,5.337583e-01,3.074901e-01,8.370372e-01
65920,3.296e-07,5.213574e-01,4.145908e-01,7.513719e-01
65940,3.297e-07,5.258747e-01,3.570212e-01,7.721186e-01
65960,3.298e-07,5.296350e-01,3.042170e-01,7.860405e-01
65980,3.299e-07,5.287494e-01,3.602369e-01,6.253241e-01
66000,3.3e-07,5.264743e-01,3.605249e-01,6.690160e-01
66020,3.301e-07,5.278327e-01,3.340576e-01,7.355223e-01
66040,3.302e-07,5.272897e-01,2.872164e-01,5.470479e-01
66060,3.303e-07,5.260240e-01,5.552198e-01,5.733495e-01
66080,3.304e-07,5.227022e-01,4.063691e-01,1.083435e+00
66100,3.305e-07,5.272042e-01,4.697970e-01,8.102333e-01
66120,3.306e-07,5.257242e-01,4.379609e-01,7.646757e-01
66140,3.307e-07,5.246837e-01,4.450316e-01,8.997496e-01
66160,3.308e-07,5.267739e-01,4.986615e-01,5.896752e-01
66180,3.309e-07,5.291228e-01,4.500245e-01,7.822903e-01
66200,3.31e-07,5.209138e-01,3.552528e-01,6.912444e-01
66220,3.311e-07,5.256545e-01,5.441371e-01,6.757799e-01
66240,3.312e-07,5.240941e-01,2.692043e-01,5.653490e-01
66260,3.313e-07,5.207636e-01,3.145508e-01,7.491717e-01
66280,3.314e-07,5.235535e-01,5.176407e-01,8.654303e-01
66300,3.315e-07,5.268975e-01,3.252793e-01,5.979114e-01
66320,3.316e-07,5.211329e-01,5.020177e-01,6.151235e-01
66340,3.317e-07,5.205972e-01,4.729472e-01,1.087778e+00
66360,3.318e-07,5.293164e-01,5.069062e-01,7.079520e-01
66380,3.319e-07,5.282342e-01,5.000026e-01,8.166556e-01
66400,3.32e-07,5.224709e-01,4.349717e-01,7.405413e-01
66420,3.321e-07,5.282552e-01,3.781104e-01,6.270333e-01
66440,3.322e-07,5.261132e-01,6.207731e-01,7.250445e-01
66460,3.323e-07,5.174767e-01,1.330296e-01,7.906569e-01
66480,3.324e-07,5.200436e-01,6.523848e-01,8.036139e-01
66500,3.325e-07,5.196283e-01,2.877212e-01,7.980258e-01
66520,3.326e-07,5.183563e-01,6.030586e-01,7.145420e-01
66540,3.327e-07,5.246057e-01,4.061177e-01,6.334121e-01
66560,3.328e-07,5.236947e-01,2.648350e-01,6.206421e-01
66580,3.329e-07,5.207794e-01,3.503098e-01,6.498136e-01
66600,3.33e-07,5.211192e-01,5.072551e-01,7.986128e-01
66620,3.331e-07,5.230453e-01,5.361006e-01,7.749270e-01
66640,3.332e-07,5.187246e-01,4.482917e-01,8.127998e-01
66660,3.333e-07,5.152124e-01,4.940632e-01,9.693795e-01
66680,3.334e-07,5.176874e-01,5.640866e-01,9.173766e-01
66700,3.335e-07,5.224497e-01,2.361804e-01,8.336064e-01
66720,3.336e-07,5.190750e-01,4.076262e-01,8.395858e-01
66740,3.337e-07,5.224718e-01,3.703964e-01,8.287705e-01
66760,3.338e-07,5.155994e-01,4.573989e-01,7.219929e-01
66780,3.339e-07,5.139241e-01,3.585700e-01,7.233523e-01
66800,3.34e-07,5.166095e-01,4.466847e-01,5.405854e-01
66820,3.341e-07,5.153924e-01,5.605052e-01,5.840176e-01
66840,3.342e-07,5.187861e-01,4.167300e-01,8.512166e-01
66860,3.343e-07,5.207992e-01,4.986449e-01,6.427705e-01
66880,3.344e-07,5.293533e-01,3.556183e-01,7.551602e-01
66900,3.345e-07,5.180812e-01,5.451505e-01,8.283876e-01
66920,3.346e-07,5.121992e-01,3.274562e-01,1.083487e+00
66940,3.347e-07,5.167233e-01,4.122419e-01,7.170582e-01
66960,3.348e-07,5.162337e-01,1.310890e-01,8.313990e-01
66980,3.349e-07,5.144457e-01,3.391714e-01,1.108524e+00
67000,3.35e-07,5.200068e-01,3.287192e-01,8.957135e-01
67020,3.351e-07,5.137706e-01,3.541093e-01,7.310730e-01
67040,3.352e-07,5.123138e-01,5.073254e-01,9.160118e-01
67060,3.353e-07,5.163936e-01,5.128189e-01,6.812924e-01
67080,3.354e-07,5.092528e-01,2.857448e-01,8.519919e-01
67100,3.355e-07,5.139365e-01,3.517748e-01,6.770924e-01
67120,3.356e-07,5.151561e-01,4.363268e-01,7.114323e-01
67140,3.357e-07,5.166240e-01,5.284436e-01,9.545298e-01
67160,3.358e-07,5.139142e-01,4.511773e-01,9.639172e-01
67180,3.359e-07,5.141609e-01,3.557324e-01,8.941320e-01
67200,3.36e-07,5.118213e-01,2.512572e-01,7.911711e-01
67220,3.361e-07,5.161839e-01,3.098198e-01,8.247173e-01
67240,3.362e-07,5.117452e-01,3.301253e-01,8.928880e-01
67260,3.363e-07,5.140409e-01,2.264387e-01,5.884455e-01
67280,3.364e-07,5.104849e-01,4.169588e-01,7.124601e-01
67300,3.365e-07,5.098528e-01,5.082853e-01,8.048388e-01
67320,3.366e-07,5.104710e-01,4.060661e-01,5.235972e-01
67340,3.367e-07,5.102378e-01,3.685823e-01,6.084551e-01
67360,3.368e-07,5.124015e-01,4.148936e-01,7.889590e-01
67380,3.369e-07,5.106499e-01,5.812330e-01,9.417114e-01
67400,3.37e-07,5.112499e-01,3.393015e-01,7.059991e-01
67420,3.371e-07,5.071471e-01,4.235938e-01,8.247143e-01
67440,3.372e-07,5.112748e-01,4.418858e-01,7.249074e-01
67460,3.373e-07,5.113653e-01,5.349304e-01,7.328992e-01
67480,3.374e-07,5.088731e-01,3.782575e-01,5.571079e-01
67500,3.375e-07,5.112963e-01,3.820252e-01,6.543978e-01
67520,3.376e-07,5.113183e-01,4.772082e-01,6.630239e-01
67540,3.377e-07,5.063601e-01,3.628387e-01,6.879811e-01
67560,3.378e-07,5.036604e-01,6.259972e-01,7.097398e-01
67580,3.379e-07,5.090221e-01,4.626939e-01,7.266782e-01
67600,3.38e-07,5.085700e-01,3.421460e-01,6.780954e-01
67620,3.381e-07,5.021077e-01,6.885014e-01,8.449846e-01
67640,3.382e-07,5.103993e-01,4.838942e-01,8.105192e-01
