cycle,time,phi1,Ex1,Ey1
802780,4.0139e-06,6.322252e-01,3.297643e-01,5.194531e-01
802800,4.014e-06,6.329069e-01,4.789422e-01,4.647453e-01
802820,4.0141e-06,6.339192e-01,3.129129e-01,4.121983e-01
802840,4.0142e-06,6.203651e-01,3.075190e-01,2.399777e-01
802860,4.0143e-06,6.281561e-01,4.807366e-01,2.577712e-01
802880,4.0144e-06,6.383986e-01,3.227859e-01,3.931966e-01
802900,4.0145e-06,6.337007e-01,2.983808e-01,3.824546e-01
802920,4.0146e-06,6.305649e-01,7.097511e-01,5.849148e-01
802940,4.0147e-06,6.326825e-01,2.826446e-01,2.615592e-01
802960,4.0148e-06,6.296853e-01,3.303777e-01,4.837556e-01
802980,4.0149e-06,6.254828e-01,3.955644e-01,3.700536e-01
803000,4.015e-06,6.325123e-01,5.035102e-01,4.919647e-01
803020,4.0151e-06,6.289993e-01,5.450228e-01,2.554976e-01
803040,4.0152e-06,6.276762e-01,4.689317e-01,2.964458e-01
803060,4.0153e-06,6.380602e-01,4.193201e-01,3.543659e-01
803080,4.0154e-06,6.369082e-01,3.083970e-01,2.355524e-01
803100,4.0155e-06,6.319855e-01,4.165801e-01,2.043546e-01
803120,4.0156e-06,6.293909e-01,3.106919e-01,4.437706e-01
803140,4.0157e-06,6.326101e-01,4.583195e-01,4.874107e-01
803160,4.0158e-06,6.404715e-01,5.441400e-01,4.351868e-01
803180,4.0159e-06,6.326057e-01,2.964193e-01,2.088998e-01
803200,4.016e-06,6.312040e-01,6.366498e-01,2.149511e-01
803220,4.0161e-06,6.324106e-01,5.354468e-01,2.509540e-01
803240,4.0162e-06,6.379961e-01,4.784078e-01,3.335380e-01
803260,4.0163e-06,6.362188e-01,3.869093e-01,3.274391e-01
803280,4.0164e-06,6.318771e-01,5.246610e-01,3.370242e-01
803300,4.0165e-06,6.312944e-01,4.062197e-01,1.325599e-01
803320,4.0166e-06,6.358966e-01,2.807689e-01,1.465921e-01
803340,4.0167e-06,6.370274e-01,3.448675e-01,3.179429e-01
803360,4.0168e-06,6.267800e-01,3.293478e-01,1.722040e-01
803380,4.0169e-06,6.317146e-01,6.163292e-01,8.559641e-02
803400,4.017e-06,6.359794e-01,3.003316e-01,2.145110e-01
803420,4.0171e-06,6.247495e-01,5.971960e-01,3.275859e-01
803440,4.0172e-06,6.319272e-01,5.493255e-01,2.451937e-01
803460,4.0173e-06,6.378036e-01,5.752861e-01,3.888415e-01
803480,4.0174e-06,6.271661e-01,3.479778e-01,2.702592e-01
803500,4.0175e-06,6.225494e-01,6.236147e-01,4.404947e-02
803520,4.0176e-06,6.261644e-01,6.743245e-01,9.196269e-02
803540,4.0177e-06,6.306600e-01,6.323801e-01,1.108572e-01
803560,4.0178e-06,6.344954e-01,5.418032e-01,4.471828e-01
803580,4.0179e-06,6.248223e-01,6.262468e-01,2.360153e-01
803600,4.018e-06,6.198442e-01,2.643297e-01,1.811869e-01
803620,4.0181e-06,6.263666e-01,4.563164e-01,3.014093e-01
803640,4.0182e-06,6.335632e-01,4.609729e-01,2.778966e-01
803660,4.0183e-06,6.331470e-01,7.113027e-01,3.685414e-01
803680,4.0184e-06,6.312814e-01,6.376822e-01,2.120361e-01
803700,4.0185e-06,6.272293e-01,5.187617e-01,7.003973e-02
803720,4.0186e-06,6.321346e-01,6.136268e-01,3.723994e-01
803740,4.0187e-06,6.391140e-01,7.492892e-01,2.139103e-01
803760,4.0188e-06,6.265156e-01,6.490241e-01,4.544548e-01
803780,4.0189e-06,6.260647e-01,5.608708e-01,1.479659e-01
803800,4.019e-06,6.385291e-01,6.395348e-01,3.717335e-01
803820,4.0191e-06,6.295482e-01,6.137758e-01,1.493108e-01
803840,4.0192e-06,6.277515e-01,2.625413e-01,1.395459e-01
803860,4.0193e-06,6.381206e-01,6.856395e-01,1.638019e-01
803880,4.0194e-06,6.349847e-01,6.147933e-01,2.093550e-01
803900,4.0195e-06,6.307511e-01,4.748862e-01,4.618066e-01
803920,4.0196e-06,6.291658e-01,7.960944e-01,2.181324e-01
803940,4.0197e-06,6.325039e-01,6.776792e-01,3.188698e-01
803960,4.0198e-06,6.235862e-01,2.643553e-01,2.574652e-01
803980,4.0199e-06,6.263692e-01,7.174924e-01,1.429736e-01
804000,4.02e-06,6.314610e-01,6.730655e-01,1.144042e-01
804020,4.0201e-06,6.274203e-01,7.848698e-01,2.777768e-01
804040,4.0202e-06,6.334257e-01,6.641010e-01,1.311163e-01
804060,4.0203e-06,6.308179e-01,5.329068e-01,1.875396e-01
804080,4.0204e-06,6.320804e-01,2.805143e-01,4.541921e-01
804100,4.0205e-06,6.251072e-01,7.086268e-01,2.673564e-01
804120,4.0206e-06,6.294130e-01,7.771280e-01,4.618857e-01
804140,4.0207e-06,6.320508e-01,6.334698e-01,9.067000e-03
