cycle,time,phi1,Ex1,Ey1
7140,3.57e-08,5.038361e-01,3.144628e-01,-2.271402e-01
7160,3.58e-08,5.095038e-01,5.216813e-01,-3.074483e-01
7180,3.59e-08,5.173360e-01,4.602764e-01,-3.470692e-02
7200,3.6e-08,5.129018e-01,2.781810e-01,-9.153596e-02
7220,3.61e-08,5.160419e-01,3.716423e-01,-9.427681e-02
7240,3.62e-08,5.302896e-01,5.257890e-01,6.039368e-02
7260,3.63e-08,5.479366e-01,3.989422e-01,-1.901091e-01
7280,3.64e-08,5.556073e-01,4.785811e-01,3.770735e-02
7300,3.65e-08,5.666463e-01,3.152904e-01,2.147253e-04
7320,3.66e-08,5.976150e-01,3.841428e-01,1.251573e-01
7340,3.67e-08,6.314965e-01,5.557372e-01,6.634665e-02
7360,3.68e-08,6.615334e-01,4.352467e-01,-7.361830e-02
7380,3.69e-08,6.909717e-01,4.367362e-01,-4.464985e-02
7400,3.7e-08,7.147726e-01,4.599417e-01,-2.789960e-02
7420,3.71e-08,7.288275e-01,4.743147e-01,-2.228962e-01
7440,3.72e-08,7.428772e-01,5.344563e-01,1.392097e-01
7460,3.73e-08,7.557194e-01,5.412694e-01,-9.884310e-02
7480,3.74e-08,7.491654e-01,7.728112e-01,-2.200039e-01
7500,3.75e-08,7.270806e-01,6.912360e-01,-1.194303e-01
7520,3.76e-08,7.060195e-01,5.879585e-01,3.433547e-02
7540,3.77e-08,6.883869e-01,5.784614e-01,-4.656425e-02
7560,3.78e-08,6.547210e-01,7.076156e-01,3.551196e-02
7580,3.79e-08,6.237009e-01,6.993431e-01,-6.798532e-02
7600,3.8e-08,5.972717e-01,5.814545e-01,-6.329723e-02
7620,3.81e-08,5.717216e-01,4.662787e-01,8.483294e-02
7640,3.82e-08,5.509591e-01,5.023565e-01,7.722986e-02
7660,3.83e-08,5.350994e-01,5.861639e-01,-7.547517e-02
7680,3.84e-08,5.227817e-01,5.953764e-01,-8.319428e-02
7700,3.85e-08,5.204405e-01,4.086235e-01,-2.149261e-01
7720,3.86e-08,5.226374e-01,5.928416e-01,-7.110732e-02
7740,3.87e-08,5.158105e-01,4.065750e-01,1.177769e-01
7760,3.88e-08,5.152123e-01,4.976709e-01,3.171923e-03
7780,3.89e-08,5.158131e-01,4.769940e-01,-3.977889e-02
7800,3.9e-08,5.228491e-01,4.210573e-01,-4.246429e-02
7820,3.91e-08,5.264238e-01,2.280032e-01,-7.542867e-04
7840,3.92e-08,5.313387e-01,4.191372e-01,-5.584312e-02
7860,3.93e-08,5.446461e-01,4.519444e-01,-1.554611e-01
7880,3.94e-08,5.545580e-01,4.259011e-01,1.366970e-02
7900,3.95e-08,5.585095e-01,5.340950e-01,3.978718e-02
7920,3.96e-08,5.805297e-01,5.100378e-01,1.835388e-01
7940,3.97e-08,6.137007e-01,3.208660e-01,-5.895671e-02
7960,3.98e-08,6.327151e-01,6.965194e-01,1.625207e-01
7980,3.99e-08,6.559778e-01,3.171177e-01,8.737621e-02
8000,4e-08,6.885948e-01,5.496285e-01,4.716654e-02
8020,4.01e-08,7.044961e-01,3.671541e-01,-1.503373e-03
8040,4.02e-08,7.165015e-01,3.576699e-01,4.843055e-02
8060,4.03e-08,7.187417e-01,3.709526e-01,3.920992e-02
8080,4.04e-08,7.248484e-01,5.008772e-01,-8.032046e-02
8100,4.05e-08,7.169375e-01,3.746994e-01,9.499284e-02
