t,phi
6.181000000000001e-07,-0.4128574
6.182000000000001e-07,-0.276841
6.183e-07,-0.2603897
6.184e-07,-0.3280954
6.185e-07,-0.2229108
6.186e-07,-0.4559706
6.187e-07,-0.4472618
6.188e-07,-0.4036649
6.189e-07,-0.4332407
6.19e-07,-0.2522493
6.191e-07,-0.3929211
6.192e-07,-0.2296101
6.193e-07,-0.2101537
6.194000000000001e-07,-0.484888
6.195000000000001e-07,-0.5261378
6.196000000000001e-07,-0.7675589
6.197e-07,-0.3218931
6.198e-07,-0.3952819
6.199e-07,-0.5212268
6.2e-07,-0.6965708
6.201e-07,-0.5180374
6.202e-07,-0.4091146
6.203e-07,-0.4874388
6.204e-07,-0.4061875
6.205e-07,-0.3109236
6.206e-07,-0.4872122
6.207e-07,-0.5889279
6.208000000000001e-07,-0.2340285
6.209000000000001e-07,-0.460918
6.210000000000001e-07,-0.8630571
6.211e-07,-0.7751521
6.212e-07,-0.5538152
6.213e-07,-0.5159084
6.214e-07,-0.6890676
6.215e-07,-0.4386624
6.216e-07,-0.5959461
6.217e-07,-0.3249573
6.218e-07,-0.6847227
6.219e-07,-0.5494554
6.22e-07,-0.7386863
6.221e-07,-0.5717443
6.222e-07,-0.6442023
6.223000000000001e-07,-0.344823
6.224000000000001e-07,-0.5026513
6.225000000000001e-07,-0.3530106
6.226e-07,-0.4249312
6.227e-07,-0.5357338
6.228e-07,-0.4392958
6.229e-07,-0.989033
6.23e-07,-0.5784675
6.231e-07,-0.6526788
6.232e-07,-0.6091499
6.233e-07,-0.5833233
6.234e-07,-0.770665
6.235e-07,-0.6814854
6.236e-07,-0.5092329
6.237000000000001e-07,-0.7719197
6.238000000000001e-07,-0.6197052
6.239000000000001e-07,-0.5482387
6.24e-07,-0.6162
6.241e-07,-0.7048812
6.242e-07,-0.6182085
6.243e-07,-0.8518938
6.244e-07,-0.647579
6.245e-07,-0.4693298
6.246e-07,-0.5159549
6.247e-07,-0.6050487
6.248e-07,-0.6333065
6.249e-07,-0.5851857
6.25e-07,-0.4942
6.251000000000001e-07,-0.6904802
6.252000000000001e-07,-0.6670103
6.253000000000001e-07,-0.6558973
6.254e-07,-0.6730391
6.255e-07,-0.6013231
6.256e-07,-0.6060035
6.257e-07,-0.7791169
6.258e-07,-0.6538754
6.259e-07,-0.6288459
6.26e-07,-0.8248394
6.261e-07,-0.7366533
6.262e-07,-0.7208767
6.263e-07,-0.6849466
6.264e-07,-0.7551734
6.265000000000001e-07,-0.8041751
6.266000000000001e-07,-0.8435022
6.267000000000001e-07,-0.4587103
6.268e-07,-0.4699678
6.269e-07,-0.8924141
6.27e-07,-0.6899847
6.271e-07,-0.5612598
6.272e-07,-0.6211172
6.273e-07,-0.7612525
6.274e-07,-0.6548045
6.275e-07,-0.6612056
6.276e-07,-0.5862798
6.277e-07,-0.5283574
6.278e-07,-0.6012214
6.279000000000001e-07,-0.6028948
6.280000000000001e-07,-0.5852763
6.281000000000001e-07,-0.8020764
6.282e-07,-0.7432907
6.283e-07,-0.8199955
6.284e-07,-0.4911267
6.285e-07,-0.737996
6.286e-07,-0.7133806
6.287e-07,-0.6418636
6.288e-07,-0.8148606
6.289e-07,-0.6565316
6.29e-07,-0.7969431
6.291e-07,-0.6923189
6.292e-07,-0.7379324
6.293000000000001e-07,-0.6195826
6.294000000000001e-07,-0.7556772
6.295000000000001e-07,-0.7861478
6.296e-07,-0.7852038
6.297e-07,-0.6973816
6.298e-07,-0.7678349
6.299e-07,-0.7926944
6.3e-07,-0.4297276
6.301e-07,-0.9139768
6.302e-07,-0.6260367
6.303e-07,-0.7520583
6.304e-07,-0.65753
6.305e-07,-0.8227847
6.306e-07,-0.7631822
6.307000000000001e-07,-0.7195417
6.308000000000001e-07,-0.743749
6.309000000000001e-07,-0.6287765
6.31e-07,-0.6484105
6.311e-07,-0.7841923
6.312e-07,-0.6691238
6.313e-07,-0.7005251
6.314e-07,-0.6059697
6.315e-07,-0.6626004
6.316e-07,-0.8648523
6.317e-07,-0.7182747
6.318e-07,-0.971813
6.319e-07,-0.7426065
6.32e-07,-0.7185715
6.321000000000001e-07,-0.6132048
6.322000000000001e-07,-0.6176432
6.323000000000001e-07,-0.7230191
6.324e-07,-0.788067
6.325e-07,-0.8081334
6.326e-07,-0.6794119
6.327e-07,-0.8045529
6.328e-07,-0.6776405
6.329e-07,-0.496978
6.33e-07,-0.7153845
6.331e-07,-0.6026784
6.332e-07,-0.8160691
6.333e-07,-0.7042984
6.334e-07,-0.5992879
6.335000000000001e-07,-0.67298
6.336000000000001e-07,-0.7405794
6.337000000000001e-07,-0.7402241
6.338e-07,-0.8426805
6.339e-07,-0.5956214
6.34e-07,-0.8006433
6.341e-07,-0.4534921
6.342e-07,-0.3596513
6.343e-07,-0.6712227
6.344e-07,-0.5934419
6.345e-07,-0.6715683
6.346e-07,-0.5563701
6.347e-07,-0.6726166
6.348e-07,-0.71953
6.349000000000001e-07,-0.6371691
6.350000000000001e-07,-0.5316437
6.351000000000001e-07,-0.4647739
6.352e-07,-0.6562858
6.353e-07,-0.7183763
6.354e-07,-0.3159397
6.355e-07,-0.672467
6.356e-07,-0.7244355
6.357e-07,-0.7669716
6.358e-07,-0.7660148
6.359e-07,-0.7415785
6.36e-07,-0.5624175
6.361e-07,-0.7226701
6.362e-07,-0.8799363
6.363000000000001e-07,-0.8170265
6.364000000000001e-07,-0.6207787
6.365000000000001e-07,-0.6165231
6.366000000000001e-07,-0.4014711
6.367e-07,-0.4912915
6.368e-07,-0.6189657
6.369e-07,-0.7543082
6.37e-07,-0.8259226
6.371e-07,-0.6893103
6.372e-07,-0.5160806
6.373e-07,-0.3781614
6.374e-07,-0.4712418
6.375e-07,-0.45919
6.376e-07,-0.5649632
6.377e-07,-0.7007709
6.378000000000001e-07,-0.5003869
6.379000000000001e-07,-0.7121907
6.380000000000001e-07,-0.7021574
6.381e-07,-0.8363991
6.382e-07,-0.466058
6.383e-07,-0.6036721
6.384e-07,-0.7911804
6.385e-07,-0.5140814
6.386e-07,-0.4711299
6.387e-07,-0.6319181
6.388e-07,-0.4502142
6.389e-07,-0.5176253
6.39e-07,-0.554478
6.391e-07,-0.5277185
6.392000000000001e-07,-0.4897436
6.393000000000001e-07,-0.495066
6.394000000000001e-07,-0.7021677
6.395e-07,-0.4421242
6.396e-07,-0.5147689
6.397e-07,-0.3458277
6.398e-07,-0.4229465
6.399e-07,-0.8101553
6.4e-07,-0.6972591
6.401e-07,-0.5586547
6.402e-07,-0.4211376
6.403e-07,-0.5687358
6.404e-07,-0.3113268
6.405e-07,-0.3469916
6.406000000000001e-07,-0.3222385
6.407000000000001e-07,-0.6260504
6.408000000000001e-07,-0.3780183
6.409e-07,-0.3091719
6.41e-07,-0.7573534
6.411e-07,-0.4504189
6.412e-07,-0.3446391
6.413e-07,-0.3472694
6.414e-07,-0.5511208
6.415e-07,-0.2103436
6.416e-07,-0.2291536
6.417e-07,-0.4528874
6.418e-07,-0.3963766
6.419e-07,-0.3057722
6.420000000000001e-07,-0.493125
6.421000000000001e-07,-0.4236473
6.422000000000001e-07,-0.3523967
6.423e-07,-0.4586365
6.424e-07,-0.5152619
6.425e-07,-0.2632018
6.426e-07,-0.4759006
6.427e-07,-0.5956396
6.428e-07,-0.1657686
6.429e-07,-0.2897152
6.43e-07,-0.3160434
6.431e-07,-0.2399704
6.432e-07,-0.2402456
6.433e-07,-0.5591435
6.434000000000001e-07,-0.350001
6.435000000000001e-07,-0.4561322
6.436000000000001e-07,-0.3374892
6.437e-07,-0.2742185
6.438e-07,-0.3447619
6.439e-07,-0.3646677
6.44e-07,-0.4156058
6.441e-07,-0.5903116
6.442e-07,-0.227906
6.443e-07,-0.5074251
6.444e-07,-0.4978905
6.445e-07,-0.4930502
6.446e-07,-0.1388907
6.447e-07,-0.4218017
6.448000000000001e-07,-0.3482393
6.449000000000001e-07,-0.2554091
6.450000000000001e-07,-0.2528371
6.451e-07,-0.4998076
6.452e-07,-0.1325042
6.453e-07,-0.2183549
6.454e-07,-0.3125644
6.455e-07,-0.4880678
6.456e-07,-0.348922
6.457e-07,-0.1844093
6.458e-07,-0.2970163
6.459e-07,-0.2542333
6.46e-07,-0.2867268
6.461e-07,-0.3092915
6.462000000000001e-07,-0.2517959
6.463000000000001e-07,-0.3285306
6.464000000000001e-07,-0.3646364
6.465e-07,-0.2593423
6.466e-07,-0.5058022
6.467e-07,-0.3549559
6.468e-07,-0.2572517
6.469e-07,-0.3559039
6.47e-07,0.04284507
6.471e-07,-0.1349435
6.472e-07,-0.08662948
6.473e-07,0.02827136
6.474e-07,-0.3646498
6.475e-07,-0.2805003
6.476000000000001e-07,-0.2985947
6.477000000000001e-07,0.04696357
6.478000000000001e-07,-0.3266044
6.479e-07,-0.01332417
6.48e-07,-0.1341263
6.481e-07,-0.2082903
6.482e-07,0.01847952
6.483e-07,-0.1590996
6.484e-07,0.1511796
6.485e-07,0.01353413
6.486e-07,0.1236059
6.487e-07,-0.2738543
6.488e-07,-0.1167206
6.489e-07,-0.01249174
6.490000000000001e-07,0.03447494
6.491000000000001e-07,0.02969563
6.492000000000001e-07,0.06274853
6.493e-07,-0.1916609
6.494e-07,-0.07687557
6.495e-07,0.1106739
6.496e-07,-0.1997387
6.497e-07,0.1398389
6.498e-07,-0.1812965
6.499e-07,-0.152426
6.5e-07,0.1723785
6.501e-07,-0.1065021
6.502e-07,-0.05522456
6.503e-07,0.04422113
6.504000000000001e-07,0.2473927
6.505000000000001e-07,0.1272412
6.506000000000001e-07,0.08511119
6.507000000000001e-07,-0.03487773
6.508e-07,0.04245458
6.509e-07,0.2327883
6.51e-07,0.06915162
6.511e-07,0.1427354
6.512e-07,0.00884248
6.513e-07,0.2321986
6.514e-07,-0.07461
6.515e-07,0.1988731
6.516e-07,0.2236525
6.517e-07,0.036928
6.518e-07,-0.00465139
6.519000000000001e-07,0.04016936
6.520000000000001e-07,-0.005235905
6.521000000000001e-07,0.1781687
6.522e-07,0.2972963
6.523e-07,0.2646583
6.524e-07,0.1831073
6.525e-07,0.2298016
6.526e-07,0.3287129
6.527e-07,0.1654209
6.528e-07,0.1747013
6.529e-07,0.2096322
6.53e-07,0.1581958
6.531e-07,0.2674258
6.532e-07,0.2536655
6.533000000000001e-07,-0.07893992
6.534000000000001e-07,0.4387702
6.535000000000001e-07,0.1491327
6.536e-07,0.4158702
6.537e-07,0.4259231
6.538e-07,0.2173572
6.539e-07,0.1272082
6.54e-07,0.009040682
6.541e-07,0.01542195
6.542e-07,0.2926482
6.543e-07,0.4477406
6.544e-07,-0.007765286
6.545e-07,0.4869051
6.546e-07,0.4261834
6.547000000000001e-07,0.2861082
6.548000000000001e-07,0.5069054
6.549000000000001e-07,-0.02162982
6.55e-07,0.3224009
6.551e-07,0.3450772
6.552e-07,0.2078789
6.553e-07,0.4564334
6.554e-07,0.305454
6.555e-07,0.444629
6.556e-07,0.3818479
6.557e-07,0.008776488
6.558e-07,0.3214922
6.559e-07,0.0835125
6.56e-07,0.3277212
6.561000000000001e-07,0.2750286
6.562000000000001e-07,0.4042743
6.563000000000001e-07,0.2857019
6.564e-07,0.2270581
6.565e-07,0.3287701
6.566e-07,0.151951
6.567e-07,0.3003529
6.568e-07,0.4359645
6.569e-07,0.1801513
6.57e-07,0.4146703
6.571e-07,0.3266047
6.572e-07,0.1834124
6.573e-07,0.1097331
6.574e-07,0.3117724
6.575000000000001e-07,0.2758508
6.576000000000001e-07,0.3732225
6.577000000000001e-07,0.1969391
6.578e-07,0.5177227
6.579e-07,0.3378101
6.58e-07,0.5174373
6.581e-07,0.2386789
6.582e-07,0.5313844
6.583e-07,0.1413667
6.584e-07,0.2602206
6.585e-07,0.2015205
6.586e-07,0.7408828
6.587e-07,0.4116101
6.588e-07,0.3587151
6.589000000000001e-07,0.4468058
6.590000000000001e-07,0.2733512
6.591000000000001e-07,0.3264238
6.592e-07,0.5038017
6.593e-07,0.3360437
6.594e-07,0.3703626
6.595e-07,0.5293029
6.596e-07,0.4650775
6.597e-07,0.6118425
6.598e-07,0.2318884
6.599e-07,0.5767686
6.6e-07,0.4625267
6.601e-07,0.5708462
6.602e-07,0.4269727
6.603000000000001e-07,0.378517
6.604000000000001e-07,0.4555633
6.605000000000001e-07,0.4276634
6.606e-07,0.4897834
6.607e-07,0.3456469
6.608e-07,0.4454325
6.609e-07,0.5021539
6.61e-07,0.1703292
6.611e-07,0.5152999
6.612e-07,0.5085891
6.613e-07,0.4917867
6.614e-07,0.3363352
6.615e-07,0.5713685
6.616e-07,0.5524007
6.617000000000001e-07,0.4703301
6.618000000000001e-07,0.4835185
6.619000000000001e-07,0.4316435
6.62e-07,0.3693471
6.621e-07,0.553762
6.622e-07,0.4407409
6.623e-07,0.6223266
6.624e-07,0.3857453
6.625e-07,0.4844374
6.626e-07,0.3628228
6.627e-07,0.864843
6.628e-07,0.3978612
6.629e-07,0.376309
6.63e-07,0.3215978
6.631000000000001e-07,0.3697101
6.632000000000001e-07,0.4802471
6.633000000000001e-07,0.408475
6.634e-07,0.5906367
6.635e-07,0.4042197
6.636e-07,0.4016301
6.637e-07,0.3502594
6.638e-07,0.4225012
6.639e-07,0.2803579
6.64e-07,0.3243421
6.641e-07,0.4680948
6.642e-07,0.5501081
6.643e-07,0.4403261
6.644e-07,0.6787847
6.645000000000001e-07,0.5903642
6.646000000000001e-07,0.4302542
6.647000000000001e-07,0.4383727
6.648000000000001e-07,0.5789083
6.649e-07,0.4297879
6.65e-07,0.4033127
6.651e-07,0.4000742
6.652e-07,0.5394332
6.653e-07,0.2445148
6.654e-07,0.1495838
6.655e-07,0.4294388
6.656e-07,0.524487
6.657e-07,0.442837
6.658e-07,0.4056106
6.659000000000001e-07,0.4094999
6.660000000000001e-07,0.5447275
6.661000000000001e-07,0.4580506
6.662000000000001e-07,0.3783393
6.663e-07,0.5239617
6.664e-07,0.5227692
6.665e-07,0.3649658
6.666e-07,0.534368
6.667e-07,0.371356
6.668e-07,0.4485352
6.669e-07,0.4213342
6.67e-07,0.5289129
6.671e-07,0.5340298
6.672e-07,0.3471995
6.673e-07,0.2521541
6.674000000000001e-07,0.6838876
6.675000000000001e-07,0.6459869
6.676000000000001e-07,0.4977587
6.677e-07,0.5287009
6.678e-07,0.409075
6.679e-07,0.3861265
6.68e-07,0.5075853
6.681e-07,0.5423049
6.682e-07,0.342391
6.683e-07,0.4683568
6.684e-07,0.2796992
6.685e-07,0.3868349
6.686e-07,0.5976163
6.687e-07,0.2660503
6.688000000000001e-07,0.6834865
6.689000000000001e-07,0.356342
6.690000000000001e-07,0.4308204
6.691e-07,0.3430862
6.692e-07,0.2637772
6.693e-07,0.4011351
6.694e-07,0.4003104
6.695e-07,0.5951191
6.696e-07,0.488344
6.697e-07,0.6365132
6.698e-07,0.7640687
6.699e-07,0.5192878
6.7e-07,0.665321
6.701e-07,0.455188
6.702000000000001e-07,0.3674025
6.703000000000001e-07,0.3877045
6.704000000000001e-07,0.5936162
6.705e-07,0.5747008
6.706e-07,0.3288532
6.707e-07,0.2809223
6.708e-07,0.492605
6.709e-07,0.1693423
6.71e-07,0.3413787
6.711e-07,0.4632147
6.712e-07,0.4582275
6.713e-07,0.5943489
6.714e-07,0.2396978
6.715e-07,0.2432928
6.716000000000001e-07,0.3595438
6.717000000000001e-07,0.4241639
6.718000000000001e-07,0.5997806
6.719e-07,0.7743899
6.72e-07,0.2250214
6.721e-07,0.2671438
6.722e-07,0.3763038
6.723e-07,0.4243264
6.724e-07,0.3231955
6.725e-07,0.5338138
6.726e-07,0.3363515
6.727e-07,0.4191335
6.728e-07,0.313639
6.729e-07,0.4829574
6.730000000000001e-07,0.3260989
6.731000000000001e-07,0.4908808
6.732000000000001e-07,0.4749928
6.733e-07,0.4346368
6.734e-07,0.4049329
6.735e-07,0.6730582
6.736e-07,0.5207185
6.737e-07,0.4502622
6.738e-07,0.6107236
6.739e-07,0.4327739
6.74e-07,0.5861303
6.741e-07,0.6079567
6.742e-07,0.3309089
6.743e-07,0.3121236
6.744000000000001e-07,0.4185618
6.745000000000001e-07,0.3124192
6.746000000000001e-07,0.3876585
6.747e-07,0.3995494
6.748e-07,0.3148652
6.749e-07,0.1311614
6.75e-07,0.3495663
6.751e-07,0.487947
6.752e-07,0.2890138
6.753e-07,0.3105803
6.754e-07,0.1570772
6.755e-07,0.3709008
6.756e-07,0.4653797
6.757e-07,0.3846543
6.758000000000001e-07,0.2880038
6.759000000000001e-07,0.1728079
6.760000000000001e-07,0.2073392
6.761e-07,0.2398947
6.762e-07,0.4197556
6.763e-07,0.274391
6.764e-07,0.1435718
6.765e-07,0.15035
6.766e-07,0.2746194
6.767e-07,0.3324906
6.768e-07,0.487301
6.769e-07,0.4121324
6.77e-07,0.3338819
6.771e-07,0.3995334
6.772000000000001e-07,0.5044974
6.773000000000001e-07,0.4108047
6.774000000000001e-07,0.3620237
6.775e-07,0.436462
6.776e-07,0.2126957
6.777e-07,0.3503358
6.778e-07,0.3621318
6.779e-07,0.3204133
6.78e-07,0.2226982
6.781e-07,0.2832474
6.782e-07,0.4326639
6.783e-07,0.4319292
6.784e-07,0.1952769
6.785e-07,0.2688431
6.786000000000001e-07,0.1303431
6.787000000000001e-07,0.4730782
6.788000000000001e-07,0.3673173
6.789000000000001e-07,0.0102556
6.79e-07,0.22597
6.791e-07,0.2871299
6.792e-07,0.3490302
6.793e-07,0.3224223
6.794e-07,0.4689627
6.795e-07,0.5422767
6.796e-07,0.4395184
6.797e-07,0.234866
6.798e-07,0.1992842
6.799e-07,0.09673275
6.800000000000001e-07,0.1680715
6.801000000000001e-07,0.2066917
6.802000000000001e-07,0.1386022
6.803000000000001e-07,0.2963278
6.804e-07,0.4054613
6.805e-07,0.3309576
6.806e-07,0.2717835
6.807e-07,0.3081284
6.808e-07,0.1713247
6.809e-07,0.4074084
6.81e-07,0.1506541
6.811e-07,0.2143066
6.812e-07,0.1015031
6.813e-07,0.3419735
6.814000000000001e-07,0.2137097
6.815000000000001e-07,-0.04420974
6.816000000000001e-07,0.08753651
6.817000000000001e-07,0.1236758
6.818e-07,0.2447684
6.819e-07,0.4190193
6.82e-07,0.1248826
6.821e-07,0.1820366
6.822e-07,0.09186439
6.823e-07,0.1946439
6.824e-07,0.1496057
6.825e-07,0.3573613
6.826e-07,0.08401611
6.827e-07,0.2323254
6.828e-07,0.2114341
6.829000000000001e-07,0.4187118
6.830000000000001e-07,0.3487946
6.831000000000001e-07,0.1575943
6.832e-07,0.0999448
6.833e-07,0.003697158
6.834e-07,-0.2115947
6.835e-07,0.1494631
6.836e-07,0.08373065
6.837e-07,0.0774052
6.838e-07,0.0689465
6.839e-07,0.1110521
6.84e-07,0.279165
6.841e-07,0.3352259
6.842e-07,0.0608681
6.843000000000001e-07,0.05110722
6.844000000000001e-07,0.4297256
6.845000000000001e-07,0.1956906
6.846e-07,0.05526439
6.847e-07,0.07586724
6.848e-07,0.03606488
6.849e-07,0.1515997
6.85e-07,0.1223881
6.851e-07,0.2261727
6.852e-07,-0.03888712
6.853e-07,-0.02514612
6.854e-07,0.266867
6.855e-07,0.1812124
6.856e-07,0.3140882
6.857000000000001e-07,0.1325114
6.858000000000001e-07,-0.06182605
6.859000000000001e-07,0.08127717
6.86e-07,0.1917055
6.861e-07,0.1997979
6.862e-07,-0.02159944
6.863e-07,0.2671617
6.864e-07,0.2563059
6.865e-07,0.05633587
6.866e-07,0.06250679
6.867e-07,0.2180618
6.868e-07,0.08416897
6.869e-07,-0.3108167
6.87e-07,0.1066454
6.871000000000001e-07,-0.08350943
6.872000000000001e-07,0.1786287
6.873000000000001e-07,-0.04117634
6.874e-07,-0.1279729
6.875e-07,-0.05688
6.876e-07,-0.215915
6.877e-07,-0.06852229
6.878e-07,-0.1427474
6.879e-07,0.07760042
6.88e-07,0.0009456391
6.881e-07,-0.07628455
6.882e-07,-0.07126862
6.883e-07,-0.03026703
6.884e-07,-0.04197258
6.885000000000001e-07,-0.1232552
6.886000000000001e-07,0.1755937
6.887000000000001e-07,-0.1842032
6.888e-07,-0.00267269
6.889e-07,-0.1032394
6.89e-07,-0.01780198
6.891e-07,-0.06439891
6.892e-07,-0.08601677
6.893e-07,-0.09541312
6.894e-07,-0.1246968
6.895e-07,-0.02978903
6.896e-07,-0.0674075
6.897e-07,0.2650595
6.898e-07,-0.02945225
6.899000000000001e-07,-0.1889737
6.900000000000001e-07,-0.004370703
6.901000000000001e-07,-0.03149012
6.902e-07,0.104996
6.903e-07,-0.06496385
6.904e-07,-0.1242944
6.905e-07,-0.05501818
6.906e-07,-0.1430241
6.907e-07,0.01517022
6.908e-07,-0.1039558
6.909e-07,-0.2015007
6.91e-07,-0.2533377
6.911e-07,-0.1472167
6.912e-07,-0.1104192
6.913000000000001e-07,0.1034459
6.914000000000001e-07,-0.03167321
6.915000000000001e-07,-0.1220229
6.916e-07,-0.06909513
6.917e-07,0.01602258
6.918e-07,-0.06778788
6.919e-07,0.07827924
6.92e-07,0.2064604
6.921e-07,-0.1099271
6.922e-07,-0.0284851
6.923e-07,0.0924313
6.924e-07,-0.08799467
6.925e-07,-0.1493942
6.926e-07,-0.02647934
6.927000000000001e-07,-0.1962571
6.928000000000001e-07,-0.1424887
6.929000000000001e-07,-0.2670181
6.930000000000001e-07,-0.1594228
6.931e-07,-0.005356089
6.932e-07,-0.06148294
6.933e-07,0.1532116
6.934e-07,-0.00665938
6.935e-07,-0.09645195
6.936e-07,-0.07428418
6.937e-07,0.02356666
6.938e-07,-0.07825895
6.939e-07,0.04842875
6.94e-07,-0.2551519
6.941000000000001e-07,-0.3209092
6.942000000000001e-07,-0.3367183
6.943000000000001e-07,0.05899854
6.944000000000001e-07,-0.1780874
6.945e-07,-0.1551803
6.946e-07,0.05099233
6.947e-07,-0.1174654
6.948e-07,-0.2100121
6.949e-07,0.002901869
6.95e-07,-0.3135071
6.951e-07,-0.2759671
6.952e-07,-0.1916011
6.953e-07,-0.2764966
6.954e-07,-0.3012119
6.955000000000001e-07,-0.1078398
6.956000000000001e-07,-0.1994863
6.957000000000001e-07,-0.195128
6.958000000000001e-07,-0.2155446
6.959e-07,-0.5901537
6.96e-07,-0.464468
6.961e-07,-0.202743
6.962e-07,-0.2565384
6.963e-07,-0.298839
6.964e-07,-0.2341055
6.965e-07,-0.2563436
6.966e-07,-0.3930008
6.967e-07,-0.2677177
6.968e-07,-0.2232947
6.969000000000001e-07,-0.4508859
6.970000000000001e-07,-0.3704947
6.971000000000001e-07,-0.5013894
6.972000000000001e-07,-0.4048348
6.973e-07,-0.5187045
6.974e-07,-0.4071853
6.975e-07,-0.4035031
6.976e-07,-0.5426474
6.977e-07,-0.4220521
6.978e-07,-0.2854398
6.979e-07,-0.3035084
6.98e-07,-0.3560041
6.981e-07,-0.587458
6.982e-07,-0.4125643
6.983e-07,-0.4012486
6.984000000000001e-07,-0.5542774
6.985000000000001e-07,-0.4907224
6.986000000000001e-07,-0.4032396
6.987e-07,-0.3445857
6.988e-07,-0.4748044
6.989e-07,-0.3102826
6.99e-07,-0.6369547
6.991e-07,-0.4040093
6.992e-07,-0.4401072
6.993e-07,-0.7037868
6.994e-07,-0.4742602
6.995e-07,-0.666691
6.996e-07,-0.4122992
6.997e-07,-0.4699948
6.998000000000001e-07,-0.5781608
6.999000000000001e-07,-0.3379603
7.000000000000001e-07,-0.4233793
7.001e-07,-0.3192924
7.002e-07,-0.4728711
7.003e-07,-0.406424
7.004e-07,-0.2551959
7.005e-07,-0.2848333
7.006e-07,-0.4139606
7.007e-07,-0.4578049
7.008e-07,-0.3914206
7.009e-07,-0.3035933
7.01e-07,-0.6798144
7.011e-07,-0.6039386
7.012000000000001e-07,-0.4978611
7.013000000000001e-07,-0.613358
7.014000000000001e-07,-0.5731428
7.015e-07,-0.4706678
7.016e-07,-0.5138442
7.017e-07,-0.480185
7.018e-07,-0.395561
7.019e-07,-0.671652
7.02e-07,-0.4414832
7.021e-07,-0.6122722
7.022e-07,-0.4980659
7.023e-07,-0.4026725
7.024e-07,-0.4435855
7.025e-07,-0.4501074
7.026000000000001e-07,-0.5121334
7.027000000000001e-07,-0.6780273
7.028000000000001e-07,-0.3014941
7.029e-07,-0.4766699
7.03e-07,-0.6766192
7.031e-07,-0.593944
7.032e-07,-0.4135949
7.033e-07,-0.4221773
7.034e-07,-0.4806411
7.035e-07,-0.5324777
7.036e-07,-0.5004346
7.037e-07,-0.4796339
7.038e-07,-0.5408533
7.039e-07,-0.538843
7.040000000000001e-07,-0.3508857
7.041000000000001e-07,-0.6646061
7.042000000000001e-07,-0.544208
7.043e-07,-0.4055762
7.044e-07,-0.6698657
7.045e-07,-0.7058939
7.046e-07,-0.4903114
7.047e-07,-0.7731906
7.048e-07,-0.523176
7.049e-07,-0.8378153
7.05e-07,-0.4754173
7.051e-07,-0.5850486
7.052e-07,-0.6429523
7.053e-07,-0.5962617
7.054000000000001e-07,-0.5346474
7.055000000000001e-07,-0.5960093
7.056000000000001e-07,-0.6708643
7.057e-07,-0.5881262
7.058e-07,-0.5772569
7.059e-07,-0.6297188
7.06e-07,-0.543389
7.061e-07,-0.8960487
7.062e-07,-0.677982
7.063e-07,-0.8052814
7.064e-07,-0.5293858
7.065e-07,-0.763307
7.066e-07,-0.5833553
7.067e-07,-0.6655846
7.068000000000001e-07,-0.6225225
7.069000000000001e-07,-0.4820945
7.070000000000001e-07,-0.8085757
7.071000000000001e-07,-0.5230324
7.072e-07,-0.6709444
7.073e-07,-0.4494766
7.074e-07,-0.4218384
7.075e-07,-0.5750032
7.076e-07,-0.5872586
7.077e-07,-0.4649661
7.078e-07,-0.4740407
7.079e-07,-0.4360285
7.08e-07,-0.2778153
7.081e-07,-0.6398073
7.082000000000001e-07,-0.6515267
7.083000000000001e-07,-0.6197937
7.084000000000001e-07,-0.7795046
7.085000000000001e-07,-0.5718772
7.086e-07,-0.5267997
7.087e-07,-0.6806818
7.088e-07,-0.6316997
7.089e-07,-0.4131731
7.09e-07,-0.7876427
7.091e-07,-0.460538
7.092e-07,-0.6297243
7.093e-07,-0.703341
7.094e-07,-0.5690696
7.095e-07,-0.4387575
7.096000000000001e-07,-0.5247198
7.097000000000001e-07,-0.4586546
7.098000000000001e-07,-0.6216487
7.099000000000001e-07,-0.4152691
7.1e-07,-0.5258843
7.101e-07,-0.5511561
7.102e-07,-0.5986632
7.103e-07,-0.7009315
7.104e-07,-0.5910661
7.105e-07,-0.5347514
7.106e-07,-0.5115991
7.107e-07,-0.7147789
7.108e-07,-0.7183657
7.109e-07,-0.6257415
7.110000000000001e-07,-0.5270562
7.111000000000001e-07,-0.6526723
7.112000000000001e-07,-0.4358863
7.113000000000001e-07,-0.7865243
7.114e-07,-0.5674913
7.115e-07,-0.6664008
7.116e-07,-0.5361339
7.117e-07,-0.4754466
7.118e-07,-0.7444916
7.119e-07,-0.5620953
7.12e-07,-0.522085
7.121e-07,-0.7333127
7.122e-07,-0.403462
7.123e-07,-0.4104924
7.124e-07,-0.4676128
7.125000000000001e-07,-0.589285
7.126000000000001e-07,-0.6892851
7.127000000000001e-07,-0.5621613
7.128e-07,-0.6829244
7.129e-07,-0.3836348
7.13e-07,-0.6262622
7.131e-07,-0.5159432
7.132e-07,-0.6612671
7.133e-07,-0.898331
7.134e-07,-0.5120494
7.135e-07,-0.3877167
7.136e-07,-0.7011912
7.137e-07,-0.6617946
7.138e-07,-0.4948677
7.139000000000001e-07,-0.5075635
7.140000000000001e-07,-0.5603291
7.141000000000001e-07,-0.5641148
7.142e-07,-0.4685019
7.143e-07,-0.5776695
7.144e-07,-0.4601258
7.145e-07,-0.5339577
7.146e-07,-0.4530842
7.147e-07,-0.5570232
7.148e-07,-0.3807249
7.149e-07,-0.4051793
7.15e-07,-0.1751959
